review_id,review_date,product_id,source,rating,review_text,sentiment_label,primary_aspect,verified_purchase,helpful_votes
RV00590,2025-07-21,P003,Retail Survey,4,Very happy with the FitTrack Neo. The display exceeded my expectations and the price feels fair.,positive,display,1,5
RV00591,2024-09-15,P002,Support Follow-up,5,Excellent purchase. The SonicWave Lite has strong price and arrived in perfect condition.,positive,price,1,2
RV00592,2024-10-01,P004,Marketplace,3,The AeroRun Flex is fine for regular use. The price matches the listed specifications.,neutral,price,1,2
RV00593,2025-02-25,P004,MarketPulse Store,3,The AeroRun Flex is fine for regular use. The sole quality matches the listed specifications.,neutral,sole quality,1,6
RV00594,2025-01-19,P004,Support Follow-up,5,The AeroRun Flex feels reliable and the comfort is excellent. Delivery was quick and I would recommend it.,positive,comfort,1,4
RV00595,2025-03-12,P003,Marketplace,2,"Bad experience. The FitTrack Neo has weak price, confusing setup, and unhelpful service.",negative,price,1,9
RV00596,2024-02-17,P003,MarketPulse Store,5,Very happy with the FitTrack Neo. The fitness tracking exceeded my expectations and the price feels fair.,positive,fitness tracking,1,12
RV00597,2024-09-14,P002,Retail Survey,3,"I received the SonicWave Lite. It works as described, although the price is neither great nor poor.",neutral,price,1,1
RV00598,2024-04-21,P002,Retail Survey,1,The SonicWave Lite costs too much for this level of price. I requested a return.,negative,price,0,7
RV00599,2025-08-28,P001,Marketplace,4,Excellent purchase. The PulseBottle Pro has strong temperature retention and arrived in perfect condition.,positive,temperature retention,0,19
RV00600,2025-11-07,P002,Support Follow-up,5,Very happy with the SonicWave Lite. The price exceeded my expectations and the price feels fair.,positive,price,1,12
RV00601,2025-02-08,P002,Retail Survey,4,Excellent purchase. The SonicWave Lite has strong price and arrived in perfect condition.,positive,price,1,12
RV00602,2025-01-05,P002,Support Follow-up,2,The SonicWave Lite disappointed me. The price is poor and support took too long to respond.,negative,price,1,0
RV00603,2025-06-07,P001,MarketPulse Store,3,The PulseBottle Pro is fine for regular use. The temperature retention matches the listed specifications.,neutral,temperature retention,1,0
RV00604,2024-09-19,P004,MarketPulse Store,3,The AeroRun Flex is acceptable. The fit is average and delivery took the expected time.,neutral,fit,1,1
RV00605,2025-02-21,P004,MarketPulse Store,4,Very happy with the AeroRun Flex. The sole quality exceeded my expectations and the price feels fair.,positive,sole quality,1,18
RV00606,2024-07-01,P001,Retail Survey,2,Not satisfied with the PulseBottle Pro. The temperature retention failed within a few days and delivery was delayed.,negative,temperature retention,1,8
RV00607,2025-10-01,P002,Marketplace,1,"Bad experience. The SonicWave Lite has weak sound quality, confusing setup, and unhelpful service.",negative,sound quality,1,0
RV00608,2025-03-24,P002,MarketPulse Store,4,The SonicWave Lite feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,0,10
RV00609,2024-07-26,P004,Marketplace,3,The AeroRun Flex is fine for regular use. The sole quality matches the listed specifications.,neutral,sole quality,1,13
RV00610,2024-02-20,P003,Marketplace,2,"Bad experience. The FitTrack Neo has weak display, confusing setup, and unhelpful service.",negative,display,0,0
RV00611,2024-05-18,P004,Support Follow-up,4,Excellent purchase. The AeroRun Flex has strong fit and arrived in perfect condition.,positive,fit,1,0
RV00612,2024-05-18,P002,Retail Survey,2,"Bad experience. The SonicWave Lite has weak battery, confusing setup, and unhelpful service.",negative,battery,1,0
RV00613,2024-06-20,P002,Marketplace,4,The SonicWave Lite feels reliable and the sound quality is excellent. Delivery was quick and I would recommend it.,positive,sound quality,1,1
RV00614,2024-11-02,P001,MarketPulse Store,4,The PulseBottle Pro feels reliable and the lid seal is excellent. Delivery was quick and I would recommend it.,positive,lid seal,1,7
RV00615,2025-10-23,P001,Marketplace,5,Very happy with the PulseBottle Pro. The price exceeded my expectations and the price feels fair.,positive,price,1,8
RV00616,2024-08-14,P001,Retail Survey,3,"I received the PulseBottle Pro. It works as described, although the build quality is neither great nor poor.",neutral,build quality,1,18
RV00617,2024-08-28,P001,Support Follow-up,3,"I received the PulseBottle Pro. It works as described, although the temperature retention is neither great nor poor.",neutral,temperature retention,1,7
RV00618,2025-09-06,P001,Retail Survey,5,"I have used the PulseBottle Pro for several weeks. Great price, simple setup, and helpful service.",positive,price,1,2
RV00619,2024-03-16,P002,Support Follow-up,5,The SonicWave Lite feels reliable and the battery is excellent. Delivery was quick and I would recommend it.,positive,battery,1,14
RV00620,2024-03-22,P004,Marketplace,2,The AeroRun Flex disappointed me. The sole quality is poor and support took too long to respond.,negative,sole quality,1,10
RV00621,2025-02-21,P002,Support Follow-up,5,The SonicWave Lite feels reliable and the comfort is excellent. Delivery was quick and I would recommend it.,positive,comfort,1,16
RV00622,2025-03-21,P001,Retail Survey,5,Very happy with the PulseBottle Pro. The lid seal exceeded my expectations and the price feels fair.,positive,lid seal,0,7
RV00623,2024-11-17,P001,MarketPulse Store,1,"Bad experience. The PulseBottle Pro has weak price, confusing setup, and unhelpful service.",negative,price,1,15
RV00624,2024-10-06,P002,MarketPulse Store,2,The SonicWave Lite disappointed me. The battery is poor and support took too long to respond.,negative,battery,1,4
RV00625,2025-03-17,P001,Support Follow-up,5,"I have used the PulseBottle Pro for several weeks. Great build quality, simple setup, and helpful service.",positive,build quality,1,6
RV00626,2024-04-28,P001,Retail Survey,5,Very happy with the PulseBottle Pro. The price exceeded my expectations and the price feels fair.,positive,price,0,4
RV00627,2025-02-12,P002,MarketPulse Store,4,Excellent purchase. The SonicWave Lite has strong price and arrived in perfect condition.,positive,price,1,11
RV00628,2025-10-09,P002,Support Follow-up,5,The SonicWave Lite feels reliable and the battery is excellent. Delivery was quick and I would recommend it.,positive,battery,1,9
RV00629,2024-01-17,P004,Support Follow-up,5,The AeroRun Flex feels reliable and the comfort is excellent. Delivery was quick and I would recommend it.,positive,comfort,1,2
RV00630,2024-03-06,P004,MarketPulse Store,3,The AeroRun Flex is fine for regular use. The comfort matches the listed specifications.,neutral,comfort,1,1
RV00631,2024-11-05,P004,Support Follow-up,3,An ordinary experience with the AeroRun Flex. The fit is okay for the price.,neutral,fit,1,0
RV00632,2025-07-29,P002,MarketPulse Store,4,The SonicWave Lite feels reliable and the battery is excellent. Delivery was quick and I would recommend it.,positive,battery,1,9
RV00633,2024-02-13,P004,Support Follow-up,4,The AeroRun Flex feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,1,11
RV00634,2025-07-17,P004,Retail Survey,1,"Bad experience. The AeroRun Flex has weak fit, confusing setup, and unhelpful service.",negative,fit,1,7
RV00635,2024-01-14,P003,Marketplace,3,An ordinary experience with the FitTrack Neo. The battery is okay for the price.,neutral,battery,1,11
RV00636,2025-03-19,P002,Support Follow-up,5,"I have used the SonicWave Lite for several weeks. Great battery, simple setup, and helpful service.",positive,battery,1,8
RV00637,2024-04-26,P001,MarketPulse Store,5,Very happy with the PulseBottle Pro. The lid seal exceeded my expectations and the price feels fair.,positive,lid seal,1,10
RV00638,2025-11-23,P004,MarketPulse Store,3,The AeroRun Flex is acceptable. The sole quality is average and delivery took the expected time.,neutral,sole quality,1,0
RV00639,2024-04-08,P004,Marketplace,1,"Bad experience. The AeroRun Flex has weak comfort, confusing setup, and unhelpful service.",negative,comfort,1,11
RV00640,2024-12-20,P002,Marketplace,5,Excellent purchase. The SonicWave Lite has strong comfort and arrived in perfect condition.,positive,comfort,1,1
RV00641,2025-11-05,P002,MarketPulse Store,4,"I have used the SonicWave Lite for several weeks. Great price, simple setup, and helpful service.",positive,price,0,20
RV00642,2024-05-15,P003,Marketplace,4,Very happy with the FitTrack Neo. The battery exceeded my expectations and the price feels fair.,positive,battery,1,10
RV00643,2024-02-04,P002,Marketplace,5,"I have used the SonicWave Lite for several weeks. Great comfort, simple setup, and helpful service.",positive,comfort,1,9
RV00644,2025-11-12,P001,Retail Survey,4,"I have used the PulseBottle Pro for several weeks. Great build quality, simple setup, and helpful service.",positive,build quality,1,2
RV00645,2025-12-15,P001,Retail Survey,3,The PulseBottle Pro is acceptable. The lid seal is average and delivery took the expected time.,neutral,lid seal,1,7
RV00646,2024-04-22,P002,MarketPulse Store,3,The SonicWave Lite is acceptable. The sound quality is average and delivery took the expected time.,neutral,sound quality,1,1
RV00647,2024-01-23,P001,Marketplace,3,The PulseBottle Pro is fine for regular use. The temperature retention matches the listed specifications.,neutral,temperature retention,1,7
RV00648,2024-03-10,P001,Support Follow-up,3,"I received the PulseBottle Pro. It works as described, although the price is neither great nor poor.",neutral,price,1,0
RV00649,2024-07-25,P002,MarketPulse Store,4,Very happy with the SonicWave Lite. The price exceeded my expectations and the price feels fair.,positive,price,1,0
RV00650,2024-04-06,P002,MarketPulse Store,3,The SonicWave Lite is acceptable. The battery is average and delivery took the expected time.,neutral,battery,1,8
RV00651,2025-07-18,P003,Marketplace,5,"I have used the FitTrack Neo for several weeks. Great battery, simple setup, and helpful service.",positive,battery,0,13
RV00652,2024-07-28,P004,Support Follow-up,1,"Bad experience. The AeroRun Flex has weak price, confusing setup, and unhelpful service.",negative,price,1,13
RV00653,2024-03-28,P002,MarketPulse Store,1,Not satisfied with the SonicWave Lite. The price failed within a few days and delivery was delayed.,negative,price,1,3
RV00654,2024-02-22,P003,Retail Survey,3,The FitTrack Neo is acceptable. The price is average and delivery took the expected time.,neutral,price,0,6
RV00655,2024-02-02,P002,Marketplace,2,The SonicWave Lite costs too much for this level of sound quality. I requested a return.,negative,sound quality,0,0
RV00656,2025-07-23,P003,Marketplace,5,"I have used the FitTrack Neo for several weeks. Great display, simple setup, and helpful service.",positive,display,1,11
RV00657,2025-09-16,P004,Marketplace,1,Not satisfied with the AeroRun Flex. The comfort failed within a few days and delivery was delayed.,negative,comfort,1,0
RV00658,2025-05-07,P002,MarketPulse Store,3,The SonicWave Lite is fine for regular use. The price matches the listed specifications.,neutral,price,1,1
RV00659,2024-07-09,P001,Retail Survey,4,Very happy with the PulseBottle Pro. The price exceeded my expectations and the price feels fair.,positive,price,1,8
RV00660,2024-02-22,P003,Retail Survey,5,Excellent purchase. The FitTrack Neo has strong display and arrived in perfect condition.,positive,display,0,7
RV00661,2024-10-28,P002,MarketPulse Store,5,Very happy with the SonicWave Lite. The price exceeded my expectations and the price feels fair.,positive,price,1,0
RV00662,2025-10-20,P002,Retail Survey,3,The SonicWave Lite is fine for regular use. The comfort matches the listed specifications.,neutral,comfort,1,9
RV00663,2025-05-23,P003,Support Follow-up,1,The FitTrack Neo disappointed me. The display is poor and support took too long to respond.,negative,display,1,7
RV00664,2024-12-30,P003,Support Follow-up,2,Not satisfied with the FitTrack Neo. The price failed within a few days and delivery was delayed.,negative,price,1,4
RV00665,2024-11-19,P002,Support Follow-up,2,The SonicWave Lite disappointed me. The sound quality is poor and support took too long to respond.,negative,sound quality,1,8
RV00666,2025-05-26,P003,Retail Survey,2,The FitTrack Neo costs too much for this level of price. I requested a return.,negative,price,0,0
RV00667,2025-04-29,P002,Marketplace,5,Excellent purchase. The SonicWave Lite has strong comfort and arrived in perfect condition.,positive,comfort,1,0
RV00668,2024-10-07,P004,Retail Survey,3,"I received the AeroRun Flex. It works as described, although the comfort is neither great nor poor.",neutral,comfort,1,4
RV00669,2025-11-16,P002,Retail Survey,5,Very happy with the SonicWave Lite. The comfort exceeded my expectations and the price feels fair.,positive,comfort,1,2
RV00670,2024-08-19,P002,Marketplace,3,The SonicWave Lite is acceptable. The sound quality is average and delivery took the expected time.,neutral,sound quality,1,0
RV00671,2025-01-03,P004,Support Follow-up,1,"Bad experience. The AeroRun Flex has weak sole quality, confusing setup, and unhelpful service.",negative,sole quality,1,7
RV00672,2024-08-22,P003,MarketPulse Store,5,Excellent purchase. The FitTrack Neo has strong price and arrived in perfect condition.,positive,price,0,2
RV00673,2025-12-11,P001,Marketplace,5,Very happy with the PulseBottle Pro. The lid seal exceeded my expectations and the price feels fair.,positive,lid seal,1,7
RV00674,2024-07-10,P001,Support Follow-up,1,The PulseBottle Pro costs too much for this level of temperature retention. I requested a return.,negative,temperature retention,1,9
RV00675,2024-08-10,P002,MarketPulse Store,5,Excellent purchase. The SonicWave Lite has strong comfort and arrived in perfect condition.,positive,comfort,1,18
RV00676,2024-10-21,P004,Marketplace,5,"I have used the AeroRun Flex for several weeks. Great comfort, simple setup, and helpful service.",positive,comfort,1,0
RV00677,2024-03-22,P004,Retail Survey,5,Excellent purchase. The AeroRun Flex has strong price and arrived in perfect condition.,positive,price,1,5
RV00678,2024-05-06,P004,Marketplace,4,Excellent purchase. The AeroRun Flex has strong fit and arrived in perfect condition.,positive,fit,1,0
RV00679,2024-01-31,P003,Marketplace,3,The FitTrack Neo is fine for regular use. The fitness tracking matches the listed specifications.,neutral,fitness tracking,0,6
RV00680,2025-04-13,P004,Support Follow-up,3,An ordinary experience with the AeroRun Flex. The comfort is okay for the price.,neutral,comfort,1,0
RV00681,2024-07-29,P002,Support Follow-up,4,The SonicWave Lite feels reliable and the comfort is excellent. Delivery was quick and I would recommend it.,positive,comfort,1,0
RV00682,2025-12-24,P003,Marketplace,3,"I received the FitTrack Neo. It works as described, although the battery is neither great nor poor.",neutral,battery,1,10
RV00683,2025-06-24,P001,MarketPulse Store,1,The PulseBottle Pro costs too much for this level of lid seal. I requested a return.,negative,lid seal,1,25
RV00684,2024-04-06,P004,MarketPulse Store,3,An ordinary experience with the AeroRun Flex. The fit is okay for the price.,neutral,fit,0,1
RV00685,2025-10-24,P002,Retail Survey,5,Very happy with the SonicWave Lite. The sound quality exceeded my expectations and the price feels fair.,positive,sound quality,0,8
RV00686,2025-08-22,P001,MarketPulse Store,5,"I have used the PulseBottle Pro for several weeks. Great price, simple setup, and helpful service.",positive,price,1,0
RV00687,2024-02-10,P003,Retail Survey,3,The FitTrack Neo is acceptable. The fitness tracking is average and delivery took the expected time.,neutral,fitness tracking,1,7
RV00688,2024-10-27,P003,MarketPulse Store,5,Very happy with the FitTrack Neo. The price exceeded my expectations and the price feels fair.,positive,price,1,5
RV00689,2024-03-08,P003,Support Follow-up,5,Excellent purchase. The FitTrack Neo has strong price and arrived in perfect condition.,positive,price,1,1
RV00690,2024-07-15,P001,Retail Survey,4,"I have used the PulseBottle Pro for several weeks. Great build quality, simple setup, and helpful service.",positive,build quality,0,1
RV00691,2024-08-01,P002,Retail Survey,5,Excellent purchase. The SonicWave Lite has strong battery and arrived in perfect condition.,positive,battery,1,0
RV00692,2024-06-01,P002,MarketPulse Store,3,"I received the SonicWave Lite. It works as described, although the price is neither great nor poor.",neutral,price,1,1
RV00693,2024-09-05,P001,Support Follow-up,5,Very happy with the PulseBottle Pro. The price exceeded my expectations and the price feels fair.,positive,price,1,14
RV00694,2024-11-20,P004,Retail Survey,1,Not satisfied with the AeroRun Flex. The price failed within a few days and delivery was delayed.,negative,price,1,20
RV00695,2024-11-10,P001,MarketPulse Store,1,The PulseBottle Pro costs too much for this level of temperature retention. I requested a return.,negative,temperature retention,1,5
RV00696,2024-04-27,P003,MarketPulse Store,4,Very happy with the FitTrack Neo. The display exceeded my expectations and the price feels fair.,positive,display,1,1
RV00697,2024-01-20,P002,Retail Survey,3,"I received the SonicWave Lite. It works as described, although the price is neither great nor poor.",neutral,price,1,0
RV00698,2025-02-17,P001,Marketplace,5,The PulseBottle Pro feels reliable and the build quality is excellent. Delivery was quick and I would recommend it.,positive,build quality,1,16
RV00699,2025-11-24,P004,Support Follow-up,5,Excellent purchase. The AeroRun Flex has strong price and arrived in perfect condition.,positive,price,1,14
RV00700,2024-08-19,P003,MarketPulse Store,1,The FitTrack Neo costs too much for this level of battery. I requested a return.,negative,battery,1,0
RV00701,2024-07-09,P004,MarketPulse Store,4,"I have used the AeroRun Flex for several weeks. Great price, simple setup, and helpful service.",positive,price,1,11
RV00702,2025-09-21,P003,Marketplace,5,Very happy with the FitTrack Neo. The battery exceeded my expectations and the price feels fair.,positive,battery,1,1
RV00703,2024-02-07,P004,Marketplace,5,Very happy with the AeroRun Flex. The price exceeded my expectations and the price feels fair.,positive,price,1,7
RV00704,2025-06-01,P004,MarketPulse Store,2,The AeroRun Flex disappointed me. The sole quality is poor and support took too long to respond.,negative,sole quality,1,10
RV00705,2025-11-19,P003,MarketPulse Store,5,Very happy with the FitTrack Neo. The display exceeded my expectations and the price feels fair.,positive,display,1,11
RV00706,2025-03-24,P003,Support Follow-up,4,"I have used the FitTrack Neo for several weeks. Great battery, simple setup, and helpful service.",positive,battery,0,0
RV00707,2025-08-24,P001,Marketplace,4,Very happy with the PulseBottle Pro. The lid seal exceeded my expectations and the price feels fair.,positive,lid seal,1,8
RV00708,2025-06-28,P002,Marketplace,4,"I have used the SonicWave Lite for several weeks. Great price, simple setup, and helpful service.",positive,price,1,6
RV00709,2024-09-24,P004,Retail Survey,4,The AeroRun Flex feels reliable and the fit is excellent. Delivery was quick and I would recommend it.,positive,fit,1,1
RV00710,2025-02-05,P004,Support Follow-up,4,"I have used the AeroRun Flex for several weeks. Great sole quality, simple setup, and helpful service.",positive,sole quality,1,2
RV00711,2025-10-17,P001,Marketplace,3,The PulseBottle Pro is fine for regular use. The build quality matches the listed specifications.,neutral,build quality,1,11
RV00712,2024-10-21,P001,MarketPulse Store,3,"I received the PulseBottle Pro. It works as described, although the temperature retention is neither great nor poor.",neutral,temperature retention,1,9
RV00713,2025-06-18,P002,Retail Survey,4,The SonicWave Lite feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,0,1
RV00714,2024-10-12,P004,Retail Survey,5,Excellent purchase. The AeroRun Flex has strong sole quality and arrived in perfect condition.,positive,sole quality,1,1
RV00715,2025-02-07,P004,Marketplace,5,"I have used the AeroRun Flex for several weeks. Great sole quality, simple setup, and helpful service.",positive,sole quality,0,1
RV00716,2024-05-13,P001,Retail Survey,2,"Bad experience. The PulseBottle Pro has weak price, confusing setup, and unhelpful service.",negative,price,1,2
RV00717,2025-11-25,P002,Retail Survey,5,Excellent purchase. The SonicWave Lite has strong comfort and arrived in perfect condition.,positive,comfort,0,1
RV00718,2025-09-11,P003,Marketplace,1,Not satisfied with the FitTrack Neo. The display failed within a few days and delivery was delayed.,negative,display,1,2
RV00719,2025-05-07,P004,Support Follow-up,1,"Bad experience. The AeroRun Flex has weak fit, confusing setup, and unhelpful service.",negative,fit,1,8
RV00720,2025-05-25,P004,Retail Survey,4,Very happy with the AeroRun Flex. The price exceeded my expectations and the price feels fair.,positive,price,1,0
RV00721,2025-10-28,P004,MarketPulse Store,4,"I have used the AeroRun Flex for several weeks. Great sole quality, simple setup, and helpful service.",positive,sole quality,1,0
RV00722,2024-01-05,P002,MarketPulse Store,4,Excellent purchase. The SonicWave Lite has strong comfort and arrived in perfect condition.,positive,comfort,1,3
RV00723,2025-02-21,P001,Marketplace,5,Very happy with the PulseBottle Pro. The temperature retention exceeded my expectations and the price feels fair.,positive,temperature retention,1,0
RV00724,2025-01-17,P001,Retail Survey,2,The PulseBottle Pro costs too much for this level of price. I requested a return.,negative,price,1,14
RV00725,2025-03-08,P003,Marketplace,1,"Bad experience. The FitTrack Neo has weak fitness tracking, confusing setup, and unhelpful service.",negative,fitness tracking,1,9
RV00726,2024-08-08,P004,Support Follow-up,4,The AeroRun Flex feels reliable and the sole quality is excellent. Delivery was quick and I would recommend it.,positive,sole quality,1,4
RV00727,2024-10-06,P004,Support Follow-up,3,An ordinary experience with the AeroRun Flex. The sole quality is okay for the price.,neutral,sole quality,0,13
RV00728,2024-06-25,P001,Retail Survey,5,The PulseBottle Pro feels reliable and the temperature retention is excellent. Delivery was quick and I would recommend it.,positive,temperature retention,1,3
RV00729,2024-12-27,P003,Retail Survey,4,The FitTrack Neo feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,1,10
RV00730,2025-05-31,P003,MarketPulse Store,3,The FitTrack Neo is fine for regular use. The fitness tracking matches the listed specifications.,neutral,fitness tracking,1,9
RV00731,2025-12-27,P002,Retail Survey,2,Not satisfied with the SonicWave Lite. The comfort failed within a few days and delivery was delayed.,negative,comfort,1,8
RV00732,2024-04-08,P004,Marketplace,4,Excellent purchase. The AeroRun Flex has strong price and arrived in perfect condition.,positive,price,0,0
RV00733,2025-08-27,P004,Support Follow-up,5,Very happy with the AeroRun Flex. The comfort exceeded my expectations and the price feels fair.,positive,comfort,1,0
RV00734,2024-10-12,P003,Support Follow-up,5,The FitTrack Neo feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,1,7
RV00735,2024-08-01,P002,Support Follow-up,5,The SonicWave Lite feels reliable and the sound quality is excellent. Delivery was quick and I would recommend it.,positive,sound quality,1,0
RV00736,2025-12-16,P001,Retail Survey,5,Very happy with the PulseBottle Pro. The lid seal exceeded my expectations and the price feels fair.,positive,lid seal,1,13
RV00737,2024-10-03,P004,Marketplace,5,Excellent purchase. The AeroRun Flex has strong comfort and arrived in perfect condition.,positive,comfort,1,4
RV00738,2025-12-01,P003,Support Follow-up,1,The FitTrack Neo costs too much for this level of display. I requested a return.,negative,display,0,9
RV00739,2024-09-23,P001,Support Follow-up,4,The PulseBottle Pro feels reliable and the temperature retention is excellent. Delivery was quick and I would recommend it.,positive,temperature retention,1,3
RV00740,2025-03-20,P004,Retail Survey,3,"I received the AeroRun Flex. It works as described, although the price is neither great nor poor.",neutral,price,1,7
RV00741,2024-10-01,P004,Marketplace,4,The AeroRun Flex feels reliable and the fit is excellent. Delivery was quick and I would recommend it.,positive,fit,1,14
RV00742,2024-11-23,P002,MarketPulse Store,3,"I received the SonicWave Lite. It works as described, although the sound quality is neither great nor poor.",neutral,sound quality,0,20
RV00743,2025-11-20,P004,MarketPulse Store,3,The AeroRun Flex is acceptable. The sole quality is average and delivery took the expected time.,neutral,sole quality,0,14
RV00744,2024-06-26,P004,Marketplace,3,The AeroRun Flex is acceptable. The sole quality is average and delivery took the expected time.,neutral,sole quality,0,6
RV00745,2024-08-13,P002,Support Follow-up,1,The SonicWave Lite disappointed me. The price is poor and support took too long to respond.,negative,price,1,3
RV00746,2025-10-13,P004,Marketplace,5,The AeroRun Flex feels reliable and the comfort is excellent. Delivery was quick and I would recommend it.,positive,comfort,1,0
RV00747,2024-08-06,P001,Marketplace,3,The PulseBottle Pro is fine for regular use. The temperature retention matches the listed specifications.,neutral,temperature retention,0,14
RV00748,2025-09-05,P002,MarketPulse Store,1,Not satisfied with the SonicWave Lite. The comfort failed within a few days and delivery was delayed.,negative,comfort,1,3
RV00749,2025-09-30,P002,Support Follow-up,1,The SonicWave Lite costs too much for this level of battery. I requested a return.,negative,battery,1,9
RV00750,2024-09-07,P003,Support Follow-up,3,"I received the FitTrack Neo. It works as described, although the fitness tracking is neither great nor poor.",neutral,fitness tracking,1,13
RV00751,2025-07-25,P001,MarketPulse Store,2,Not satisfied with the PulseBottle Pro. The lid seal failed within a few days and delivery was delayed.,negative,lid seal,1,0
RV00752,2025-08-09,P001,Marketplace,5,"I have used the PulseBottle Pro for several weeks. Great lid seal, simple setup, and helpful service.",positive,lid seal,1,2
RV00753,2024-06-16,P002,Retail Survey,2,Not satisfied with the SonicWave Lite. The sound quality failed within a few days and delivery was delayed.,negative,sound quality,1,2
RV00754,2024-07-12,P001,Support Follow-up,2,The PulseBottle Pro costs too much for this level of build quality. I requested a return.,negative,build quality,1,10
RV00755,2025-03-14,P001,Retail Survey,4,"I have used the PulseBottle Pro for several weeks. Great temperature retention, simple setup, and helpful service.",positive,temperature retention,1,0
RV00756,2024-06-17,P001,Retail Survey,3,The PulseBottle Pro is acceptable. The build quality is average and delivery took the expected time.,neutral,build quality,1,0
RV00757,2024-10-02,P001,Marketplace,5,Excellent purchase. The PulseBottle Pro has strong build quality and arrived in perfect condition.,positive,build quality,1,0
RV00758,2024-10-06,P001,Marketplace,4,"I have used the PulseBottle Pro for several weeks. Great temperature retention, simple setup, and helpful service.",positive,temperature retention,1,8
RV00759,2024-01-19,P004,Retail Survey,1,"Bad experience. The AeroRun Flex has weak sole quality, confusing setup, and unhelpful service.",negative,sole quality,1,18
RV00760,2025-05-10,P003,MarketPulse Store,3,An ordinary experience with the FitTrack Neo. The fitness tracking is okay for the price.,neutral,fitness tracking,1,17
RV00761,2025-11-23,P003,Marketplace,4,Very happy with the FitTrack Neo. The fitness tracking exceeded my expectations and the price feels fair.,positive,fitness tracking,1,22
RV00762,2025-05-17,P003,Retail Survey,4,Very happy with the FitTrack Neo. The display exceeded my expectations and the price feels fair.,positive,display,0,14
RV00763,2024-11-04,P001,Support Follow-up,2,The PulseBottle Pro costs too much for this level of lid seal. I requested a return.,negative,lid seal,1,0
RV00764,2025-05-19,P004,Support Follow-up,2,The AeroRun Flex costs too much for this level of comfort. I requested a return.,negative,comfort,1,13
RV00765,2024-08-31,P003,MarketPulse Store,3,"I received the FitTrack Neo. It works as described, although the display is neither great nor poor.",neutral,display,0,9
RV00766,2025-05-29,P004,Marketplace,5,The AeroRun Flex feels reliable and the comfort is excellent. Delivery was quick and I would recommend it.,positive,comfort,1,0
RV00767,2024-01-02,P001,Retail Survey,1,Not satisfied with the PulseBottle Pro. The price failed within a few days and delivery was delayed.,negative,price,1,4
RV00768,2024-11-02,P002,Marketplace,5,Very happy with the SonicWave Lite. The price exceeded my expectations and the price feels fair.,positive,price,1,0
RV00769,2025-07-18,P002,MarketPulse Store,5,Very happy with the SonicWave Lite. The battery exceeded my expectations and the price feels fair.,positive,battery,1,6
RV00770,2024-10-19,P003,Support Follow-up,5,"I have used the FitTrack Neo for several weeks. Great battery, simple setup, and helpful service.",positive,battery,1,13
RV00771,2025-06-14,P002,Marketplace,4,"I have used the SonicWave Lite for several weeks. Great sound quality, simple setup, and helpful service.",positive,sound quality,1,8
RV00772,2025-10-28,P001,Retail Survey,4,The PulseBottle Pro feels reliable and the build quality is excellent. Delivery was quick and I would recommend it.,positive,build quality,1,0
RV00773,2025-09-04,P003,Support Follow-up,3,An ordinary experience with the FitTrack Neo. The fitness tracking is okay for the price.,neutral,fitness tracking,1,15
RV00774,2024-07-04,P004,MarketPulse Store,5,Excellent purchase. The AeroRun Flex has strong fit and arrived in perfect condition.,positive,fit,1,17
RV00775,2025-02-15,P003,Support Follow-up,5,The FitTrack Neo feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,1,13
RV00776,2025-05-14,P001,Retail Survey,4,"I have used the PulseBottle Pro for several weeks. Great temperature retention, simple setup, and helpful service.",positive,temperature retention,1,6
RV00777,2024-09-04,P003,Retail Survey,4,Very happy with the FitTrack Neo. The display exceeded my expectations and the price feels fair.,positive,display,0,10
RV00778,2024-05-27,P002,Marketplace,4,Excellent purchase. The SonicWave Lite has strong sound quality and arrived in perfect condition.,positive,sound quality,0,0
RV00779,2024-01-01,P001,Support Follow-up,5,The PulseBottle Pro feels reliable and the build quality is excellent. Delivery was quick and I would recommend it.,positive,build quality,1,0
RV00780,2024-11-03,P001,MarketPulse Store,3,An ordinary experience with the PulseBottle Pro. The price is okay for the price.,neutral,price,1,13
RV00781,2025-08-22,P002,Marketplace,5,The SonicWave Lite feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,1,0
RV00782,2025-09-08,P003,Support Follow-up,4,"I have used the FitTrack Neo for several weeks. Great fitness tracking, simple setup, and helpful service.",positive,fitness tracking,1,0
RV00783,2025-12-26,P003,Marketplace,3,The FitTrack Neo is fine for regular use. The battery matches the listed specifications.,neutral,battery,1,15
RV00784,2024-09-11,P004,Marketplace,5,"I have used the AeroRun Flex for several weeks. Great sole quality, simple setup, and helpful service.",positive,sole quality,1,0
RV00785,2025-09-01,P002,Marketplace,5,"I have used the SonicWave Lite for several weeks. Great sound quality, simple setup, and helpful service.",positive,sound quality,1,1
RV00786,2025-05-26,P002,Marketplace,1,Not satisfied with the SonicWave Lite. The sound quality failed within a few days and delivery was delayed.,negative,sound quality,1,3
RV00787,2024-12-03,P003,Marketplace,5,The FitTrack Neo feels reliable and the display is excellent. Delivery was quick and I would recommend it.,positive,display,1,0
